"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"#Thanksgiving Ì†æÌ∂É Holiday anthem. ""U NAME IT"" ft. @Pastor_Caesar1 @djbattlecat watch the video:‚Ä¶ https://t.co/0BQ3VWmA0g",FALSE,390,NA,2016-11-25 21:34:39,TRUE,NA,"802264259837075456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SnoopDogg",84,FALSE,FALSE,NA,NA
"Ì†ΩÌπèÌ†ºÌøæ Ì†ΩÌπèÌ†ºÌøæ hope yall had a blessed thanksgiving Ì†æÌ∂É  https://t.co/5SwXKt411C",FALSE,614,NA,2016-11-25 21:17:43,FALSE,NA,"802259997384028160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SnoopDogg",106,FALSE,FALSE,NA,NA
"https://t.co/qTd0T9uskq https://t.co/oTdcy3DrVA",FALSE,862,NA,2016-11-25 07:53:27,FALSE,NA,"802057596756758528",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",247,FALSE,FALSE,NA,NA
"https://t.co/uQ9pDiHtvw https://t.co/BsJPWT5PTw",FALSE,1036,NA,2016-11-25 07:16:48,FALSE,NA,"802048376514682880",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",303,FALSE,FALSE,NA,NA
"https://t.co/8lPwatT4Gi https://t.co/WG7TWhWrGK",FALSE,829,NA,2016-11-25 02:53:12,FALSE,NA,"801982036487663616",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",86,FALSE,FALSE,NA,NA
"Love.  Thankful https://t.co/JYBRzVS30P https://t.co/aat0JbWVex",FALSE,1476,NA,2016-11-25 02:48:48,FALSE,NA,"801980930948812800",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",179,FALSE,FALSE,NA,NA
"#thanksgiving wit the fam ‚ú®Ì†ºÌΩπ  @sethrogen @marthastewart @wizkhalifa @tanquerayusa #tanqlaidback #MarthaAndSnoop https://t.co/ktz3ZCB7xR",FALSE,1083,NA,2016-11-25 01:30:04,FALSE,NA,"801961115517210624",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","SnoopDogg",307,FALSE,FALSE,NA,NA
"https://t.co/PkWi39rkvo https://t.co/53Y6EdlQHq",FALSE,661,NA,2016-11-25 00:59:00,FALSE,NA,"801953296340713477",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",148,FALSE,FALSE,NA,NA
"https://t.co/pYdfIN6kBz https://t.co/oXfjxtK8fp",FALSE,422,NA,2016-11-25 00:51:46,FALSE,NA,"801951477723987968",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",94,FALSE,FALSE,NA,NA
"https://t.co/sRuNIG8ujd https://t.co/cF2azgVW5m",FALSE,404,NA,2016-11-24 20:14:46,FALSE,NA,"801881769154842624",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","SnoopDogg",72,FALSE,FALSE,NA,NA
