"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Miss you kid.  #BIG https://t.co/oHCCauBjaY",FALSE,98,NA,2016-11-24 19:01:05,FALSE,NA,"801863227449765889",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","iamdiddy",43,FALSE,FALSE,NA,NA
"ATTN!! @Drinkchamps with @noreaga and @djEFN tomorrow on @RevoltTV 11:15pm ET #DrinkChampsOnRevolt https://t.co/4AFhczcYeb",FALSE,114,NA,2016-11-24 03:55:00,FALSE,NA,"801635201398894592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamdiddy",71,FALSE,FALSE,NA,NA
"Tomorrow night #RevoltHonorsNas 10p EST / 7p PST! Take this @RevoltTV @Nas Trivia and share your score for a RT! https://t.co/WYBqaQ4qx7",FALSE,46,NA,2016-11-24 00:14:36,FALSE,NA,"801579738007420928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamdiddy",14,FALSE,FALSE,NA,NA
"How to build a tequila business #watchthis #thenextlevel #tryit THERESA NEW TEQUILA IN TOWN!‚Ä¶ https://t.co/pBOOxfB8Gf",FALSE,65,NA,2016-11-23 19:10:28,FALSE,NA,"801503198242598912",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","iamdiddy",33,FALSE,FALSE,NA,NA
"He's better than me!!AND IMLOBE IT @kingcombs https://t.co/PXb2fKkzAw",FALSE,52,NA,2016-11-23 19:07:05,FALSE,NA,"801502346291400704",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","iamdiddy",13,FALSE,FALSE,NA,NA
"I ntroduce to you. @deleontequila @frankiedelgado #DeleonNight#thenextlevel #DeleonNights #tryit‚Ä¶ https://t.co/YsTeAUSXRi",FALSE,90,NA,2016-11-23 06:10:32,FALSE,NA,"801306921823272960",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","iamdiddy",55,FALSE,FALSE,NA,NA
"ICON ALERTÌ†ΩÌ∫® This Thanksgiving #RevoltHonorsNas at 10p EST / 7p PST! VOTE NOW for your favorite @Nas video! RETWEET!‚Ä¶ https://t.co/tGFlwE3Inv",FALSE,188,NA,2016-11-22 22:54:03,TRUE,NA,"801197079234121728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamdiddy",89,FALSE,FALSE,NA,NA
"Good morning people!! GOD sent me here to inspire you!! #watchmework #watchthis @deleontequila‚Ä¶ https://t.co/bgL4NSuPja",FALSE,141,NA,2016-11-22 15:16:19,FALSE,NA,"801081884843180032",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","iamdiddy",78,FALSE,FALSE,NA,NA
"Good morning people!!! GOD sent me here to inspire you!! #watchmework #watchthis @deleontequila‚Ä¶ https://t.co/VLDUU42xqC",FALSE,59,NA,2016-11-22 15:14:13,FALSE,NA,"801081358454063104",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","iamdiddy",11,FALSE,FALSE,NA,NA
"#watchmework #watchthis @deleontequila #thenextlevel #DeleonNights #tryit https://t.co/dDppk0cmFz",FALSE,32,NA,2016-11-22 08:26:39,FALSE,NA,"800978787668201472",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","iamdiddy",9,FALSE,FALSE,NA,NA
"@djquicksilva #thenextlevel #DeleonNights #tryit https://t.co/HH1tLHAa68",FALSE,3,"DJQUICKSILVA",2016-11-22 07:38:31,FALSE,NA,"800966676992978944","19425579","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","iamdiddy",2,FALSE,FALSE,NA,NA
